ScheduleTime,Airline,FlightNumber,Destination,AircraftType,FlightType,Sector,SeatCapacity,LoadFactor
2022-03-14 08:35:00,IA,926,DEN,E90,J,US,100,0.5767952546833167
2022-03-14 10:45:00,ZD,738,RNH,73H,J,US,189,0.5253427184898752
2022-03-14 10:25:00,LZ,614,CGZ,AT5,J,US,48,0.5281761845870744
2022-03-14 10:35:00,LJ,2817,YLW,320,J,CA,186,0.5217916542428257
2022-03-14 11:00:00,CL,850,YCV,73H,J,CA,189,0.5231206367322718
2022-03-14 11:20:00,VW,981,YYZ,320,J,CA,180,0.5482636884542699
2022-03-14 11:15:00,CL,772,YQR,73H,J,CA,189,0.5231206367322718
2022-03-14 12:55:00,LZ,783,SLK,ATR,C,US,48,0.5055961461658783
2022-03-14 13:10:00,UK,821,YVR,32N,J,CA,172,0.5283969429258647
2022-03-14 13:05:00,LJ,2349,YKA,320,J,CA,186,0.5104997514667837
2022-03-14 13:10:00,KL,605,ICY,320,J,US,174,0.4417006128036084
2022-03-14 12:25:00,SV,1667,YXY,73H,J,CA,186,0.5071115017961936
2022-03-14 13:05:00,ZY,1047,YXC,73H,J,CA,186,0.3071388391681249
2022-03-14 13:35:00,LJ,2802,YQQ,319,J,CA,156,0.5236663924096391
2022-03-14 13:25:00,VW,983,YYZ,32Q,J,CA,220,0.5413434820054366
2022-03-14 13:05:00,YU,1394,LAS,320,J,US,186,0.5331881544808743
2022-03-14 13:45:00,LZ,608,KIC,ER4,J,US,49,0.5311474628282483
2022-03-14 13:55:00,CL,771,YQR,73H,J,CA,189,0.5228670448356831
2022-03-14 14:30:00,ZD,739,YXJ,73H,J,CA,189,0.5235375329045241
2022-03-14 15:10:00,CL,1430,MJQ,73H,J,US,189,0.5243108966348515
2022-03-14 14:55:00,CL,2727,MQI,73H,J,US,189,0.523994472755621
2022-03-14 16:05:00,CL,3140,HFD,73H,J,US,189,0.5243108966348515
2022-03-14 16:40:00,VW,985,YYZ,321,J,CA,220,0.5480291392857632
2022-03-14 16:35:00,CL,2708,DAN,73H,J,US,189,0.5243108966348515
2022-03-14 17:40:00,VW,3402,MYV,E90,J,US,98,0.5918857842992631
2022-03-14 16:45:00,LJ,642,YXT,319,J,CA,156,0.5234938700934416
2022-03-14 18:00:00,VW,3403,MYV,E90,J,US,98,0.5919667232808379
2022-03-14 17:55:00,CL,1103,YWQ,73H,J,CA,189,0.5226133085186533
2022-03-14 17:35:00,VW,982,YYZ,319,J,CA,143,0.5578804356803847
2022-03-14 17:20:00,LJ,2807,DEN,320,J,US,186,0.5251863717870466
2022-03-14 18:00:00,UK,821,YVR,32N,J,CA,172,0.5283166340182254
2022-03-14 17:55:00,LJ,579,YQU,320,J,CA,186,0.5101109460414203
2022-03-14 19:35:00,VW,986,YYZ,319,J,CA,143,0.5575886018265768
2022-03-14 19:10:00,LJ,667,YDQ,319,J,CA,156,0.5223699218574368
2022-03-14 19:45:00,VW,3406,MYV,E90,J,US,98,0.5919249993767678
2022-03-14 20:35:00,LJ,663,RUT,320,J,US,186,0.5409178839327634
2022-03-14 21:35:00,LJ,771,YEG,319,J,CA,156,0.5457360506770061
2022-03-15 05:40:00,IA,925,DEN,73W,J,US,142,0.5587600948574648
2022-03-15 05:45:00,LJ,767,YEG,320,J,CA,186,0.516056191496976
2022-03-15 06:25:00,CL,2444,ICL,73H,J,US,189,0.5216943908934054
2022-03-15 06:30:00,CL,2732,RNH,73H,J,US,189,0.5216943908934054
2022-03-15 06:45:00,VW,3400,MYV,E90,J,US,98,0.5716838627527616
2022-03-15 07:30:00,VW,978,YYZ,32N,J,CA,180,0.5260045005897821
2022-03-15 06:45:00,LJ,660,RUT,320,J,US,186,0.5170232767346098
2022-03-15 07:25:00,CL,2359,PHX,73H,J,US,189,0.5206331146280377
2022-03-15 08:10:00,YT,921,YAD,73H,C,CA,189,0.4855909353055498
2022-03-15 07:35:00,LJ,667,YDQ,320,J,CA,186,0.4924278160695787
2022-03-15 08:00:00,CL,771,YQR,73H,J,CA,189,0.5156489127628735
2022-03-15 07:55:00,ZD,742,YAD,73H,J,CA,189,0.517508012087688
2022-03-15 08:55:00,VW,3401,MYV,E90,J,US,98,0.566393959055081
2022-03-15 08:30:00,VW,979,YYZ,319,J,CA,143,0.538072140245533
2022-03-15 10:20:00,ZD,746,YAD,73H,J,CA,189,0.5241765146761325
2022-03-15 10:40:00,LJ,2818,YLW,320,J,CA,186,0.5201304263430963
2022-03-15 10:50:00,VW,3405,MYV,E90,J,US,98,0.583215362808694
2022-03-15 11:35:00,VW,981,YYZ,32N,J,CA,180,0.5440148930434555
2022-03-15 11:30:00,LJ,641,YXT,320,J,CA,186,0.515602025748091
2022-03-15 12:05:00,LJ,2831,DFW,320,J,US,186,0.5222011873737634
2022-03-15 11:55:00,LJ,2813,KEF,320,J,IS,186,0.5222011873737634
2022-03-15 12:50:00,KL,605,ICY,320,J,US,174,0.4408923952745119
2022-03-15 13:55:00,IA,927,DEN,E90,J,US,100,0.5788569278155608
2022-03-15 14:35:00,VW,983,YYZ,320,J,CA,180,0.5542899985095041
2022-03-15 14:20:00,CL,772,YQR,7M8,J,CA,197,0.5274954017065934
2022-03-15 14:20:00,CL,2708,BKL,73H,J,US,189,0.5246105971085534
2022-03-15 15:35:00,CL,1462,FTL,73H,J,US,189,0.5248491026595508
2022-03-15 16:00:00,VW,985,YYZ,320,J,CA,180,0.554404772710562
2022-03-15 15:40:00,LJ,662,RUT,319,J,US,156,0.5430387876146306
2022-03-15 17:20:00,VW,3402,MYV,E90,J,US,98,0.5926406091567752
2022-03-15 17:40:00,IA,928,DEN,73W,J,US,142,0.5556956817946875
2022-03-15 16:30:00,CL,1556,GBR,73H,J,US,189,0.5248491026595508
2022-03-15 17:50:00,VW,982,YYZ,320,J,CA,180,0.5544877463290258
2022-03-15 18:25:00,LJ,2807,DEN,320,J,US,186,0.5236686416444254
2022-03-15 18:10:00,VW,986,YYZ,319,J,CA,143,0.5581943277562591
2022-03-15 19:55:00,LJ,579,YQU,319,J,CA,156,0.5188487928026619
2022-03-15 20:00:00,LJ,506,YUL,319,J,CA,156,0.5197888703359589
2022-03-15 19:20:00,CL,2775,MOD,73H,J,US,189,0.5242088698502347
2022-03-15 19:45:00,VW,3406,MYV,E90,J,US,98,0.5926372005291402
2022-03-15 21:10:00,CL,773,YQR,73H,J,CA,189,0.5226930393850174
2022-03-16 05:25:00,CL,1292,YKA,73H,J,CA,189,0.5237551342419885
2022-03-16 07:05:00,CL,2731,BXK,73H,J,US,189,0.5167580117258381
2022-03-16 06:25:00,CL,1430,MJQ,73H,J,US,189,0.5257725982776915
2022-03-16 06:20:00,CL,2444,ICL,73H,J,US,189,0.5257725982776915
2022-03-16 07:40:00,VW,978,YYZ,320,J,CA,180,0.5336135990702743
2022-03-16 07:20:00,LJ,577,YQU,320,J,CA,186,0.49021758970452867
2022-03-16 07:35:00,CL,2717,YXU,73H,J,CA,189,0.6209286864136689
2022-03-16 07:25:00,LZ,617,SLK,AT5,J,US,48,0.5026304954876154
2022-03-16 08:10:00,CL,1746,BCC,73H,J,US,189,0.518518301224356
2022-03-16 08:55:00,UA,512,EWR,75W,J,US,169,0.5298705460287161
2022-03-16 09:20:00,KL,584,YQR,320,J,CA,174,0.4286072843294985
2022-03-16 08:10:00,VW,3401,MYV,E90,J,US,98,0.5681458038159941
2022-03-16 08:40:00,ZD,748,RFK,73H,J,US,189,0.5219094347644491
2022-03-16 09:10:00,JZ,957,YHM,E90,J,CA,100,0.551411548346571
2022-03-16 10:55:00,LJ,2818,YLW,319,J,CA,156,0.529903145020368
2022-03-16 11:20:00,LJ,2815,YZV,320,J,CA,186,0.5179954196794311
2022-03-16 11:20:00,LJ,2816,YAD,320,J,CA,186,0.5179954196794311
2022-03-16 10:50:00,VW,981,YYZ,321,J,CA,220,0.5440526667478379
2022-03-16 13:20:00,LJ,2802,YQQ,320,J,CA,186,0.5171562842031951
2022-03-16 13:20:00,CL,1391,YXY,73H,J,CA,189,0.5268020825862679
2022-03-16 13:15:00,CL,563,DFW,73H,J,US,189,0.5282201867303632
2022-03-16 13:05:00,CL,2653,YXH,73H,J,CA,189,0.5268020825862679
2022-03-16 12:35:00,LZ,604,KZH,AT5,J,US,48,0.5302864001292399
2022-03-16 13:20:00,LZ,608,KIC,ER4,J,US,49,0.5322715494435748
2022-03-16 14:35:00,LJ,2822,BKL,320,J,US,186,0.5240047101768327
2022-03-16 15:10:00,LJ,769,YEG,319,J,CA,156,0.5509888435148079
2022-03-16 14:20:00,PL,671,BQV,73H,J,US,189,0.52919646421619
2022-03-16 15:25:00,VW,985,YYZ,320,J,CA,180,0.5568184900896395
2022-03-16 17:10:00,LZ,619,SLK,AT5,J,US,48,0.5327283784763996
2022-03-16 17:35:00,VW,3402,MYV,E90,J,US,98,0.5943456108423255
2022-03-16 17:55:00,LJ,642,YXT,320,J,CA,186,0.5164618089879565
2022-03-16 17:15:00,VW,3403,MYV,E90,J,US,98,0.5943456108423255
2022-03-16 17:40:00,LZ,609,KIC,ER4,J,US,49,0.5339533065412557
2022-03-16 18:00:00,LJ,579,YQU,320,J,CA,186,0.5114750793726062
2022-03-16 18:50:00,LJ,770,YEG,319,J,CA,156,0.5500450173548767
2022-03-16 19:20:00,LJ,506,YUL,320,J,CA,186,0.5155279860565649
2022-03-16 20:25:00,LJ,667,YDQ,319,J,CA,156,0.522182264267299
2022-03-16 20:55:00,LJ,641,YXT,320,J,CA,186,0.5136455111816988
2022-03-17 06:35:00,IA,925,DEN,73W,J,US,142,0.568938769353291
2022-03-17 05:50:00,CL,2588,YFI,73H,J,CA,189,0.5328495188290147
2022-03-17 07:05:00,LJ,2827,YXH,320,J,CA,186,0.4989860817618186
2022-03-17 07:40:00,LJ,504,YUL,319,J,CA,156,0.5067268534199892
2022-03-17 07:00:00,LJ,577,YQU,320,J,CA,186,0.49435408535766334
2022-03-17 06:40:00,CL,1588,CLE,73H,J,US,189,0.5319890359921878
2022-03-17 06:35:00,VW,981,YYZ,321,J,CA,220,0.5411763660274299
2022-03-17 07:55:00,LZ,617,SLK,AT5,J,US,48,0.506927245992306
2022-03-17 08:10:00,CL,771,YQR,73H,J,CA,189,0.5237631591565511
2022-03-17 08:50:00,VW,979,YYZ,319,J,CA,143,0.5430842969351483
2022-03-17 09:25:00,VW,3401,MYV,E90,J,US,98,0.5820742630337694
2022-03-17 08:10:00,ZD,735,BKL,73H,J,US,189,0.5272091610517021
2022-03-17 09:20:00,ZD,758,PHX,73H,J,US,189,0.5413985289693221
2022-03-17 10:15:00,CL,1699,WJF,73H,J,US,189,0.5340387029850641
2022-03-17 09:40:00,LZ,612,WAL,ER4,J,US,49,0.534649192501976
2022-03-17 10:25:00,LZ,614,CGZ,AT5,J,US,48,0.5333756063350056
2022-03-17 10:35:00,LJ,2818,YLW,320,J,CA,186,0.5248258430698803
2022-03-17 10:15:00,VW,3405,MYV,E90,J,US,98,0.5891022895161276
2022-03-17 12:05:00,VW,981,YYZ,320,J,CA,180,0.5550749885212984
2022-03-17 11:30:00,CL,3602,SOP,73H,J,US,189,0.5342082594456166
2022-03-17 11:50:00,OK,711,YOW,320,J,CA,174,0.540858330042867
2022-03-17 13:20:00,VW,983,YYZ,320,J,CA,180,0.5552349857745609
2022-03-17 12:45:00,KL,605,ICY,320,J,US,174,0.44731566651691557
2022-03-17 13:10:00,IA,927,DEN,E90,J,US,100,0.5868296374143884
2022-03-17 14:20:00,LZ,618,SLK,AT5,J,US,48,0.5357877559950153
2022-03-17 14:05:00,VW,983,YYZ,32Q,J,CA,220,0.554713300519808
2022-03-17 13:55:00,CL,854,LAX,73H,J,US,189,0.5339546675490279
2022-03-17 13:35:00,CL,772,YQR,73H,J,CA,189,0.5322204967243928
2022-03-17 14:05:00,YU,2349,YKA,320,J,CA,180,0.5372316546710747
2022-03-17 14:20:00,CL,1556,GBR,73H,J,US,189,0.5339042995951131
2022-03-17 15:50:00,LJ,667,YDQ,320,J,CA,186,0.5204361731758668
2022-03-17 16:35:00,LZ,619,SLK,AT5,J,US,48,0.5377624501387553
2022-03-17 15:45:00,LJ,2802,YQQ,320,J,CA,186,0.5204361731758668
2022-03-17 16:40:00,LJ,642,YXT,320,J,CA,186,0.5204361731758668
2022-03-17 16:30:00,VW,3402,MYV,E90,J,US,98,0.5972431355965429
2022-03-17 17:10:00,VW,3403,MYV,E90,J,US,98,0.5975750441495237
2022-03-17 17:30:00,LJ,662,RUT,319,J,US,156,0.5584943990769343
2022-03-17 18:50:00,LZ,609,KIC,ER4,J,US,49,0.5387770470512214
2022-03-17 18:40:00,VW,986,YYZ,321,J,CA,220,0.554139825018188
2022-03-17 19:10:00,LJ,770,YEG,319,J,CA,156,0.549479595349345
2022-03-17 18:40:00,IR,3225,YMM,321,J,CA,220,0.5353788496898768
2022-03-17 19:15:00,KL,606,ICY,320,J,US,174,0.44565313345981505
2022-03-17 20:50:00,KL,585,YQR,320,J,CA,174,0.4318665014280965
2022-03-17 20:30:00,LJ,769,YEG,320,J,CA,186,0.5342584599118743
2022-03-18 05:30:00,IA,925,DEN,73W,J,US,142,0.5819363397131256
2022-03-18 06:15:00,PW,1129,YLW,319,J,CA,143,0.6008031744330916
2022-03-18 06:40:00,LJ,767,YEG,320,J,CA,186,0.5282502931342069
2022-03-18 06:55:00,CL,2717,YXU,73H,J,CA,189,0.6395593622954705
2022-03-18 06:50:00,ZD,785,YXU,73H,J,CA,189,0.6425677920439311
2022-03-18 06:00:00,CL,2707,YAD,73H,J,CA,189,0.5465906516202609
2022-03-18 07:10:00,LZ,607,KIC,ER4,J,US,49,0.5191503623019127
2022-03-18 07:35:00,CL,1430,MJQ,73H,J,US,189,0.5360140906873124
2022-03-18 06:45:00,LJ,504,YUL,319,J,CA,156,0.5252986914884464
2022-03-18 08:00:00,VW,981,YYZ,320,J,CA,180,0.5472717373130139
2022-03-18 08:05:00,CL,1746,BCC,73H,J,US,189,0.5374712415280963
2022-03-18 08:25:00,CL,850,YCV,73H,J,CA,189,0.53607934459384
2022-03-18 07:50:00,KL,584,YQR,320,J,CA,174,0.42359038846419755
2022-03-18 09:00:00,ZD,742,YAD,73H,J,CA,189,0.5447548170928003
2022-03-18 09:30:00,VW,3401,MYV,E90,J,US,98,0.5869265495021083
2022-03-18 09:45:00,IA,926,DEN,E75,J,US,88,0.5719415159840006
2022-03-18 09:15:00,LZ,612,WAL,ER4,J,US,49,0.5493331151685675
2022-03-18 10:45:00,CL,839,YBR,73H,J,CA,189,0.5445926592871296
2022-03-18 10:50:00,LZ,614,CGZ,AT5,J,US,48,0.5477909617813129
2022-03-18 10:10:00,YU,1628,FBY,319,J,US,156,0.5541544721944975
2022-03-18 10:45:00,LZ,605,MWS,ER4,J,US,49,0.5494932466277137
2022-03-18 10:25:00,CL,1391,YXY,73H,J,CA,189,0.5445926592871296
2022-03-18 10:55:00,PW,1062,YLW,319,J,CA,143,0.5923723645591213
2022-03-18 12:05:00,LJ,641,YXT,319,J,CA,156,0.5318029191124272
2022-03-18 13:15:00,CL,3130,YXE,73H,J,CA,189,0.5445086238510934
2022-03-18 13:40:00,VW,3401,MYV,E90,J,US,98,0.597161081927935
2022-03-18 13:00:00,BJ,3621,ZSW,32A,J,CA,180,0.5508333782235684
2022-03-18 12:40:00,SV,1667,YXY,73H,J,CA,186,0.5399291210811952
2022-03-18 13:20:00,YU,2808,DEN,319,J,US,156,0.5626443853191436
2022-03-18 13:40:00,LZ,604,KZH,AT5,J,US,48,0.5496991842470628
2022-03-18 13:50:00,IA,927,DEN,E90,J,US,100,0.5944673764835654
2022-03-18 14:00:00,CL,613,YQR,73H,J,CA,189,0.5443146274554652
2022-03-18 14:10:00,LZ,608,KIC,ER4,J,US,49,0.5515159301492351
2022-03-18 14:05:00,LJ,578,YQU,319,J,CA,156,0.527322596980591
2022-03-18 15:05:00,CL,1103,YWQ,73H,J,CA,189,0.5443146274554652
2022-03-18 15:35:00,LJ,769,YEG,320,J,CA,186,0.5371028836959145
2022-03-18 14:40:00,ZD,746,YAD,73H,J,CA,189,0.5444767852611359
2022-03-18 16:10:00,CL,2588,YFI,73H,J,CA,189,0.5451677052475572
2022-03-18 15:55:00,NV,1188,YCD,320,J,CA,180,0.5505026310085085
2022-03-18 15:35:00,LJ,667,YDQ,320,J,CA,186,0.5231118214457773
2022-03-18 15:35:00,CL,2653,YXH,73H,J,CA,189,0.5443146274554652
2022-03-18 16:10:00,LJ,770,YEG,320,J,CA,186,0.5371028836959145
2022-03-18 16:25:00,VW,3402,MYV,E90,J,US,98,0.601502469222326
2022-03-18 18:05:00,LZ,633,BPT,AT5,J,US,48,0.5518387301698897
2022-03-18 17:20:00,CL,2613,PTL,73H,J,US,189,0.5479120744457712
2022-03-18 18:30:00,CL,2007,LIH,73H,J,US,189,0.5479120744457712
2022-03-18 17:15:00,LZ,609,KIC,ER4,J,US,49,0.5529996448342853
2022-03-18 17:25:00,UK,821,YVR,319,J,CA,131,0.5549900861478785
2022-03-18 19:05:00,LJ,662,RUT,320,J,US,186,0.5641131377560534
2022-03-18 18:30:00,CL,670,YQR,73H,J,CA,189,0.5443146274554652
2022-03-18 19:20:00,LJ,770,YEG,320,J,CA,186,0.5354712056503838
2022-03-18 19:00:00,YU,1395,LAS,320,J,US,186,0.5527816596296353
2022-03-18 19:35:00,LJ,667,YDQ,320,J,CA,186,0.5216418784189976
2022-03-18 20:45:00,KL,606,ICY,320,J,US,174,0.43913930252472216
2022-03-18 20:50:00,CL,773,YQR,73H,J,CA,189,0.5438496442956423
2022-03-18 21:30:00,LJ,643,YXT,320,J,CA,186,0.5187691745642253
2022-03-18 20:55:00,LJ,663,RUT,320,J,US,186,0.5614105381202724
2022-03-19 05:30:00,IA,925,DEN,73W,J,US,142,0.581780187614262
2022-03-19 05:30:00,PW,1129,YLW,319,J,CA,143,0.6008145183984609
2022-03-19 05:35:00,CL,2444,ICL,73H,J,US,189,0.5481998352356933
2022-03-19 07:15:00,CL,2732,RNH,73H,J,US,189,0.5367368337935733
2022-03-19 07:25:00,YT,1053,ESP,73H,C,US,189,0.5269171187825153
2022-03-19 06:45:00,VW,978,YYZ,32N,J,CA,180,0.5534587120688069
2022-03-19 06:55:00,LJ,2807,DEN,320,J,US,186,0.5283203949040195
2022-03-19 07:05:00,CL,1641,RKS,73H,J,US,189,0.5367368337935733
2022-03-19 06:15:00,CL,1391,YXY,73H,J,CA,189,0.5472896618227109
2022-03-19 08:05:00,LJ,660,RUT,319,J,US,156,0.5481175570202216
2022-03-19 07:35:00,CL,2476,AIV,73H,J,US,189,0.5367368337935733
2022-03-19 08:50:00,UA,512,EWR,75W,J,US,169,0.5468955353638625
2022-03-19 08:50:00,KL,584,YQR,320,J,CA,174,0.42145551575675244
2022-03-19 08:55:00,LJ,640,YXT,320,J,CA,186,0.5174666790696878
2022-03-19 09:50:00,IA,926,DEN,E90,J,US,100,0.591896629202803
2022-03-19 09:25:00,CL,2753,HNM,73H,J,US,189,0.5476097592942847
2022-03-19 10:55:00,LZ,614,CGZ,SF3,J,US,33,0.5526533851762654
2022-03-19 10:40:00,LJ,2815,YZV,320,J,CA,186,0.5235596134133893
2022-03-19 11:05:00,CL,1556,GBR,73H,J,US,189,0.5478396321761135
2022-03-19 11:55:00,PW,1062,YLW,319,J,CA,143,0.5915007243611395
2022-03-19 11:55:00,LJ,2822,BKL,320,J,US,186,0.5321185668668781
2022-03-19 11:25:00,GQ,948,CYT,32Q,J,US,190,0.5509549874820564
2022-03-19 12:15:00,UK,821,YVR,E90,J,CA,99,0.5535555135718646
2022-03-19 12:10:00,IR,3225,YMM,321,J,CA,220,0.5459011918812073
2022-03-19 13:00:00,CL,2731,BXK,73H,J,US,189,0.5475860402795248
2022-03-19 14:05:00,IA,927,DEN,E90,J,US,100,0.5919903449376479
2022-03-19 14:15:00,ZD,748,RFK,73H,J,US,189,0.5479738409686542
2022-03-19 14:20:00,CL,772,YQR,73H,J,CA,189,0.5443365478314728
2022-03-19 15:50:00,ZD,769,APH,73H,J,US,189,0.5482991599120688
2022-03-19 15:10:00,CL,2359,PHX,73H,J,US,189,0.5512910239005556
2022-03-19 17:10:00,VW,985,YYZ,319,J,CA,143,0.5698075805167664
2022-03-19 17:10:00,IA,928,DEN,73H,J,US,186,0.5683552601626581
2022-03-19 17:00:00,CL,2708,DAN,73H,J,US,189,0.5479655947592474
2022-03-19 18:40:00,CL,2717,YXU,73H,J,CA,189,0.6246235899322476
2022-03-19 18:30:00,CL,771,YQR,73H,J,CA,189,0.5443365478314728
2022-03-19 19:00:00,YU,2824,SFO,320,J,US,186,0.5524760220365112
2022-03-19 19:45:00,CL,3140,HFD,73H,J,US,189,0.5475908308806122
2022-03-19 20:10:00,LJ,504,YUL,320,J,CA,186,0.5179018590176531
2022-03-19 21:30:00,CL,773,YQR,73H,J,CA,189,0.5440382141005248
2022-03-20 06:20:00,IA,925,DEN,73W,J,US,142,0.5811535477839495
2022-03-20 06:10:00,CL,851,YHZ,73H,J,CA,189,0.5474866123599903
2022-03-20 05:55:00,CL,2708,BKL,73H,J,US,189,0.5476603671036407
2022-03-20 06:35:00,CL,1556,GBR,73H,J,US,189,0.5475901726275176
2022-03-20 07:40:00,ZD,783,AIV,73H,J,US,189,0.5399593610708311
2022-03-20 06:30:00,LJ,1395,LAS,320,J,US,186,0.5248673471582683
2022-03-20 06:50:00,CL,2359,PHX,73H,J,US,189,0.550923336024194
2022-03-20 07:05:00,TO,1733,YMM,73H,G,CA,189,0.5265940630953363
2022-03-20 07:55:00,CL,1746,BCC,73H,J,US,189,0.536345489076225
2022-03-20 08:20:00,UA,512,EWR,75W,J,US,169,0.5461864116977803
2022-03-20 08:30:00,LJ,577,YQU,320,J,CA,186,0.5121180135883286
2022-03-20 07:45:00,KL,584,YQR,320,J,CA,174,0.42365537432217326
2022-03-20 09:40:00,ZD,735,BKL,73H,J,US,189,0.5474356735805037
2022-03-20 08:35:00,CL,2727,MQI,73H,J,US,189,0.5375774361412506
2022-03-20 09:50:00,JZ,957,YHM,E90,J,CA,100,0.5607770419324498
2022-03-20 10:30:00,LZ,630,BPT,AT5,J,US,48,0.5492879021388484
2022-03-20 11:05:00,VW,3400,MYV,E90,J,US,98,0.5977377359169769
2022-03-20 10:55:00,LZ,604,KZH,ER4,J,US,49,0.5511194236647864
2022-03-20 10:55:00,VW,981,YYZ,319,J,CA,143,0.5685992054629356
2022-03-20 12:30:00,LJ,2801,YQQ,320,J,CA,186,0.5233920120349458
2022-03-20 12:50:00,VW,986,YYZ,320,J,CA,180,0.5653598749235247
2022-03-20 12:15:00,UK,821,YVR,32N,J,CA,172,0.54492940258091
2022-03-20 13:30:00,LJ,2829,RFK,320,J,US,186,0.5308235581477126
2022-03-20 13:00:00,CL,929,ATU,73H,J,US,189,0.5471562804979176
2022-03-20 13:20:00,LJ,662,RUT,320,J,US,186,0.5618228272761977
2022-03-20 13:50:00,CL,780,YQR,73H,J,CA,189,0.5448372031148258
2022-03-20 13:10:00,VW,983,YYZ,32Q,J,CA,220,0.5614006898558022
2022-03-20 14:25:00,ZD,758,PHX,73H,J,US,189,0.5502041152517473
2022-03-20 14:40:00,CL,772,YQR,73H,J,CA,189,0.5446432067191975
2022-03-20 14:55:00,LZ,612,WAL,ER4,J,US,49,0.5530354425416235
2022-03-20 15:35:00,CL,854,LAX,73H,J,US,189,0.5476377879003632
2022-03-20 15:05:00,CL,2220,BZF,73H,J,US,189,0.5476377879003632
2022-03-20 16:05:00,CL,613,YQR,73H,J,CA,189,0.5446432067191975
2022-03-20 16:35:00,CL,2444,ICL,7M8,J,US,197,0.5492995920225171
2022-03-20 15:15:00,LJ,663,RUT,320,J,US,186,0.5634248624332031
2022-03-20 15:40:00,LZ,619,SLK,AT5,J,US,48,0.5536077489770418
2022-03-20 16:50:00,VW,985,YYZ,32N,J,CA,180,0.5656402304193877
2022-03-20 16:50:00,LJ,667,YDQ,319,J,CA,156,0.5301404409813832
2022-03-20 16:55:00,VW,3402,MYV,E90,J,US,98,0.602456823539492
2022-03-20 17:30:00,IA,928,DEN,73J,J,US,188,0.5654969019063999
2022-03-20 17:30:00,CL,839,YBR,73H,J,CA,189,0.5446432067191975
2022-03-20 17:05:00,LJ,2831,DFW,320,J,US,186,0.5294040494606943
2022-03-20 17:50:00,LJ,505,YUL,320,J,CA,186,0.5212926590833087
2022-03-20 18:00:00,LZ,609,KIC,ER4,J,US,49,0.5548957246187458
2022-03-20 18:00:00,VW,982,YYZ,320,J,CA,180,0.5701661678992019
2022-03-20 19:05:00,CL,2950,YPE,73H,J,CA,189,0.5442684428405623
2022-03-20 19:10:00,CL,2924,MSP,73H,J,US,189,0.547263024021728
2022-03-20 19:25:00,BJ,3621,ZSW,32A,J,CA,180,0.5490735067860243
2022-03-20 19:20:00,KL,606,ICY,320,J,US,174,0.4388329865725201
2022-03-20 20:45:00,VW,987,YYZ,319,J,CA,143,0.5727535205479335
2022-03-20 21:15:00,LJ,643,YXT,32Q,J,CA,235,0.5242315584409953
2022-03-20 20:25:00,LJ,771,YEG,320,J,CA,186,0.5322361325311681
2022-03-20 22:15:00,LJ,661,RUT,320,J,US,186,0.5577009073867766
2022-03-21 06:00:00,IA,925,DEN,73W,J,US,142,0.5594644955837
2022-03-21 06:15:00,PW,1129,YLW,319,J,CA,143,0.5940797005366641
2022-03-21 06:05:00,LJ,577,YQU,320,J,CA,186,0.4946315023497641
2022-03-21 05:45:00,CL,1292,YKA,73H,J,CA,189,0.5208288877582852
2022-03-21 07:10:00,ZD,785,YXU,73H,J,CA,189,0.6183083278818556
2022-03-21 07:20:00,VW,3400,MYV,E90,J,US,98,0.5636442027886864
2022-03-21 06:20:00,CL,839,YBR,73H,J,CA,189,0.5223757635345027
2022-03-21 06:05:00,LZ,630,BPT,AT5,J,US,48,0.5117997420827086
2022-03-21 07:30:00,LJ,504,YUL,320,J,CA,186,0.4926580858951886
2022-03-21 07:05:00,CL,2706,EKI,73H,J,US,189,0.5139917868569756
2022-03-21 08:55:00,CL,771,YQR,73H,J,CA,189,0.5157033257954635
2022-03-21 08:15:00,CL,2653,YXH,73H,J,CA,189,0.5157033257954635
2022-03-21 08:20:00,ZD,736,UGB,73H,J,US,189,0.5191904902522527
2022-03-21 08:25:00,LJ,667,YDQ,320,J,CA,186,0.5093829784539865
2022-03-21 08:40:00,LJ,640,YXT,320,J,CA,186,0.5093829784539865
2022-03-21 09:30:00,LJ,2801,YQQ,320,J,CA,186,0.5160388270332834
2022-03-21 09:45:00,CL,613,YQR,73H,J,CA,189,0.5232774799535912
2022-03-21 09:30:00,ZD,738,RNH,73H,J,US,189,0.5259991610820117
2022-03-21 10:25:00,LJ,661,RUT,319,J,US,156,0.541381027572239
2022-03-21 10:55:00,LJ,2817,YLW,320,J,CA,186,0.5211379501290622
2022-03-21 10:40:00,CL,850,YCV,73H,J,CA,189,0.5232774799535912
2022-03-21 12:10:00,VW,981,YYZ,320,J,CA,180,0.5482089478461348
2022-03-21 11:30:00,CL,772,YQR,73H,J,CA,189,0.5234470364141437
2022-03-21 11:20:00,LZ,793,SLK,AT5,C,US,48,0.505128097273579
2022-03-21 11:50:00,UK,821,YVR,32N,J,CA,172,0.5284622609897732
2022-03-21 13:05:00,LJ,2349,YKA,320,J,CA,186,0.5104993668776472
2022-03-21 12:55:00,KL,605,ICY,320,J,US,174,0.4411872652642804
2022-03-21 13:20:00,SV,1667,YXY,73H,J,CA,186,0.5074379014780654
2022-03-21 12:35:00,IA,927,DEN,E90,J,US,100,0.5786667827322709
2022-03-21 14:25:00,LJ,2802,YQQ,319,J,CA,156,0.5236088961968947
2022-03-21 13:40:00,VW,983,YYZ,32Q,J,CA,220,0.5412887413973015
